OBJECTID,LOC_NAME,FCSUBTYPE,SURVEY_YEAR,TRAIL,ROAD,NOTES,ACRES,DATAACCESS,MAPMETHOD,SOURCEDATE,XYACCURACY,VALID_RESULT,CREATEBY,GlobalID,Shape__Area,Shape__Length
315,,30000,1942,Mingus Creek Trail,Newfound Gap Road South,223688,29.052754,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,bc669d42-7ff2-4cb1-970a-a19e4002a080,1.17E-05,0.012993231
316,,30000,1942,Hannah Mountain Trail,Foothills Parkway Section 8h,223686,19.48784827,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,46c07b53-0bd9-4474-8fbc-a53dca10341c,7.84E-06,0.014466409
317,,30000,1942,Hannah Mountain Trail,Parson Branch Road,223685,229.8479665,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,6faa91ea-9daf-4b3c-a585-e6b78213b421,9.24E-05,0.045707502
318,,30000,1942,Ace Gap Trail,Rich Mountain Road,223684,400.0754408,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,98375a1d-8f5d-437b-9dea-7ac11d015f5b,0.000161153,0.05364544
319,,30000,1942,Baxter Creek Trail,Old Cataloochee Turnpike,223683,612.6867512,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3fa27794-810b-4d73-abdc-6b25e2195179,0.000246976,0.152418689
320,,30000,1942,Little Greenbrier Trail,Wear Cove Gap Road,223682,25.42934294,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,755b0e31-52ec-4cd1-93c1-43df0ef5757e,1.02E-05,0.018318923
321,,30000,1942,Tritt Cemetery Access Trail,Cosby Entrance Road,223681,3.5799292,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,970040f7-860b-49a6-afbe-d771887ebaa8,1.44E-06,0.004477138
322,,30000,1942,Gabes Mountain Trail,Cosby Entrance Road,223679,2.92304472,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e4f346eb-ad36-4fc6-b89a-d5ba3fdcf16c,1.18E-06,0.004376472
323,,30000,1942,Roundtop Trail,Little River Pullout Parking @ Milepost 10.13,223678,170.2630515,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,50da8f56-d184-4be5-82a5-1b51334b3ad3,6.86E-05,0.039210229
324,,30000,1942,Twentymile Trail,Twenty Mile Ranger Station Road,223677,8.91251733,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a0cbabac-b21f-4387-b2a3-1ffc0e337fb3,3.58E-06,0.007981962
325,,30000,1942,Baskins Creek Trail,Roaring Fork Motor Nature Trail,223675,81.02695488,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,238d9b37-da4d-4ca9-8962-794159cc65ae,3.27E-05,0.024045755
326,,30000,1942,Curry Mountain Trail,Little River Gorge Road,223674,4.30708745,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,57c25299-956d-414f-83c8-a0de04c30085,1.73E-06,0.004916532
327,,30000,1942,Oconaluftee River Trail,Newfound Gap Road South,223673,1.13888429,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,6b29be55-7866-4d35-9f30-a886cb1311de,4.58E-07,0.002699751
328,,30000,1942,Forney Creek Trail,Kuwohi Road Primary Parking,223671,2.60337016,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,1bff9f39-6b04-4327-b9fa-6bc72d381e45,1.05E-06,0.004020862
329,,30000,1943,Old Settlers Trail,Ramsey Prong Road,223699,15.79446522,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,00e1f200-762e-42e4-af6f-46d7a7a9415b,6.37E-06,0.010456186
330,,30000,1950,Flat Creek Trail,Heintooga Ridge Road,223753,0.74365347,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,af8c1aa3-edbf-4360-9b01-b0d55e8486e2,2.99E-07,0.002034236
331,,30000,1952,Hannah Mountain Trail,Foothills Parkway Section 8h,223763,118.6826016,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b0f6b74a-9786-4ec0-9a03-7f8336e239ec,4.77E-05,0.032091891
332,,30000,1952,Sunkota Ridge Trail,Tom Branch Road,223779,2.42030923,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ea6fda7a-76ae-4626-8122-e8b04a8f2165,9.73E-07,0.003648244
333,,30000,1952,Sunkota Ridge Trail,Tom Branch Road,223775,3.99899522,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,5e6ae793-6797-4e9b-9b20-6bd02758ba77,1.61E-06,0.005672049
334,,30000,1992,Tritt Cemetery Access Trail,Cosby Government Quarters Parking,224317,1.89842623,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,5b74197f-0dd3-4a59-a323-5b25fbe65d64,7.66E-07,0.003247207
335,,30000,1954,Noland Divide Trail,West Deep Creek Road,,3.14368785,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,58150dc8-6be0-4e66-b623-3fcfc5ff8123,1.26E-06,0.004205322
336,,30000,1954,Thomas Divide Trail,Galbraith Creek Road,,20.02781946,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,52f57124-5802-4a68-9820-2d47b1f7b2be,8.05E-06,0.011078765
337,,30000,1955,Hannah Mountain Trail,Parson Branch Road,,227.1912972,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,412ffbcd-63d7-4f4c-ae0b-e5d42b1e97c8,9.13E-05,0.041202463
338,,30000,2002,Indian Grave Gap Trail,Cades Cove Loop Road,224741,21.59189295,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0c273445-786b-4de7-a2a6-1c9be2ed594d,8.69E-06,0.014961444
339,,30000,1999,Smokemont Loop Trail,Newfound Gap Pullout Parking At Milepost 25.78,224524,19.83134539,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,acf4fa0f-13e8-49ee-9f86-a0420aa45616,7.98E-06,0.011693523
340,,30000,1998,,Lakeview Drive West,224501,10.46288868,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9dc06f88-c50f-44d6-8576-29b5f0b228cd,4.20E-06,0.008065811
341,,30000,1995,Appalachian Trail,Lakeview Drive West,224385,43.1328414,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,5c973e5b-30d6-403f-8156-423c23a7e855,1.73E-05,0.017990218
342,,30000,1990,Tritt Cemetery Access Trail,Foothills Parkway Section 8a,224293,9.6510262,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,256c67e6-ec66-43a8-a2d0-63700ce5d6a6,3.89E-06,0.009491143
343,,30000,1982,Little Greenbrier Trail,Wear Cove Gap Road,224052,2.32477365,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,7649d28d-277a-41d3-bfcf-78693ea5e22a,9.37E-07,0.0036656
344,,30000,1955,Tritt Cemetery Access Trail,Cosby Entrance Road,,72.1434859,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,28393dff-e0be-4e3f-8be7-d36054184599,2.91E-05,0.023317474
345,,30000,1955,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,,94.9050623,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,7df1169a-47ed-46da-9120-ec44e409608a,3.81E-05,0.023058905
346,,30000,1955,Noland Divide Trail,West Deep Creek Road,,542.0095478,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,698c4423-c72a-4012-89c0-6adae6eaa651,0.000217851,0.098868185
347,,30000,1955,Thomas Divide Trail,Indian Camp Creek Road,,25.78475636,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,80224382-a72a-446f-b23c-14c1364ece70,1.04E-05,0.014080805
348,,30000,1956,Hannah Mountain Trail,Foothills Parkway Section 8h,,32.6874467,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,497b0757-b552-4b70-9320-112cf6a04ffc,1.32E-05,0.020342715
349,,30000,1956,Cane Creek Trail,Foothills Parkway Section 8g,,136.1822492,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,61e23c60-aee3-4ffe-be73-e2234426d25a,5.49E-05,0.032963316
350,,30000,1956,Low Gap Trail,Cosby Campground Road B,,7.18143348,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,1b763b8c-42e8-4e83-9c0d-335944160c7e,2.90E-06,0.006682344
351,,30000,1956,Noland Creek Trail,Kuwohi Road Primary Parking,,47.48201529,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,44205830-3e9f-452b-a1c0-1dec2bd42888,1.91E-05,0.022774319
352,,30000,2002,Old Settlers Trail,Foothills Parkway Section 8a,,80.71333406,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,4befa5c3-c1ea-40ef-b3ba-e11cebe1b943,3.26E-05,0.022234894
353,,30000,1979,Twin Creeks Trail,Cherokee Orchard Road,,15.07893948,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,50576d10-9750-49f1-b48d-a311f405fc0f,6.08E-06,0.009508689
354,,30000,1976,Hannah Mountain Trail,Abrams Creek Campground Access Road,,83.44552523,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ffa03ffa-b035-4f51-8a60-29ded0c9ac01,3.36E-05,0.024777766
355,,30000,1974,Wolf Ridge Trail,Parson Branch Road,,8.54537601,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,edc43605-0940-4ad2-b59d-439ce5e71a85,3.44E-06,0.007773369
356,,30000,1974,Hannah Mountain Trail,Parson Branch Road,,25.58940991,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,443afd36-8781-4709-abc0-fa431862a9ae,1.03E-05,0.013153418
357,,30000,1974,Roundtop Trail,Paw Paw Hollow Overlook,,2.00377069,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0f18d644-9fb0-4ad3-bd13-0b5d3f0b6ed9,8.07E-07,0.003397864
358,,30000,1973,Maddron Bald Trail,Foothills Parkway Section 8a,,7.97621193,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,c077621b-f5e6-4cde-880d-0daca08a0627,3.22E-06,0.00684972
359,,30000,1965,Roundtop Trail,Foothills Parkway Section 8e,,11.04739753,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3aa457b5-29dd-4b12-9f1c-f0b6ebd1a97f,4.45E-06,0.009884949
360,,30000,1965,Maddron Bald Trail,Foothills Parkway Section 8a,,29.90240554,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,5838a0f4-612a-4706-acc1-917a6b7276a6,1.21E-05,0.014335744
361,,30000,1961,Rabbit Creek Trail,Abrams Creek Campground Access Road,,6.38722701,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,901ae422-ee91-4041-809b-76ddffea859c,2.57E-06,0.006304139
362,,30000,1961,Roundtop Trail,Townsend Entrance Road,,28.69380086,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,cb26ef0b-018d-4ca4-9ad1-43e10a62fd33,1.16E-05,0.015799009
363,,30000,1960,Cove Mountain Trail,Wear Cove Gap Road,,47.82058462,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,dc70d58b-f133-4029-94ca-6ed7db18c474,1.93E-05,0.016181956
364,,30000,1949,Cove Mountain Trail,Gatlinburg Bypass Road,,9.43390353,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a6a04774-c94a-4806-b4d1-7ed5ee85d1d8,3.80E-06,0.008345146
365,,30000,1949,Chestnut Top Trail,Townsend Entrance Road,,2.50661577,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b0d65896-def7-452b-8005-15042af8d9c0,1.01E-06,0.003789282
366,,30000,1949,Roundtop Trail,Little River Pullout Parking @ Milepost 10.13,,1.47073779,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,65d22c92-8491-4119-914d-c8623ec504ca,5.93E-07,0.002832646
367,,30000,1948,Ace Gap Trail,,,1.05059154,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b9dc38a3-563e-4cc4-b5a2-c81a1ce1e64c,4.23E-07,0.00273283
368,,30000,1948,,Lakeview Drive East Parking #4,,51.29652527,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e4a017ba-8393-4b25-9ef4-e0a50ae2a5a0,2.06E-05,0.023484836
369,,30000,1948,Hazel Creek Trail,Lakeview Drive West,,3.84831881,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,01025dd5-f287-42d2-b639-9abcfe88c488,1.55E-06,0.005265697
370,,30000,1948,Roundtop Trail,Little River Gorge Road,,143.8633587,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,c18e1c02-bc92-4bfc-9784-45e8a400cbd2,5.80E-05,0.030691164
371,,30000,1948,Twin Creeks Trail,Cherokee Orchard Road,,2.5603293,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,c5db9536-e559-4af1-b899-6d60bbe10a21,1.03E-06,0.00413693
372,,30000,1947,Little Greenbrier Trail,Wear Cove Gap Road,,6.83085111,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,bfaa3973-12cf-487f-a6d5-bbfd381c7d0a,2.75E-06,0.006428865
373,,30000,1947,Appalachian Trail,Payne Cemetery Access Road,,3.1733457,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b6569717-4132-406a-a833-54c92d3a2537,1.28E-06,0.004331202
374,,30000,1947,Roundtop Trail,Townsend Entrance Road,,14.73637027,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0109531b-cece-4e2c-a311-d80add32c7e7,5.94E-06,0.010753266
375,,30000,1947,Cove Mountain Trail,Wear Cove Gap Road,,565.3172784,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3a41bb5a-2d36-4047-a989-97aa1b0112f8,0.000227862,0.094059991
376,,30000,1946,Chestnut Top Trail,Laurel Creek Road,,5.6205006,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0158fc1f-95a0-46a2-b96e-e6ce0dec4a86,2.26E-06,0.007523334
377,,30000,1946,Hazel Creek Trail,Upper Tremont Road,,14.46607166,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,2fa7820b-17c3-4cd5-b600-541e727cb3e6,5.82E-06,0.015467124
378,,30000,1946,Baskins Creek Trail,Roaring Fork Motor Nature Trail,,8.66477682,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,286d2a45-60b5-453d-8be3-89916632f11d,3.49E-06,0.009271069
379,,30000,1946,Hannah Mountain Trail,Parson Branch Road,,2.31464391,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e9e58312-aab2-4fa5-bff6-26294368c486,9.31E-07,0.003720938
380,,30000,1946,Roundtop Trail,Townsend Entrance Road,,2.02882729,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,85f72eb6-6497-4e45-b7e9-78b8e75057d7,8.17E-07,0.003428922
381,,30000,1946,Hickory Flats Quiet Walkway,Fighting Creek Gap Road,,2.41355241,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f36af706-c5ee-4083-97ff-0ae897348e98,9.72E-07,0.003617618
382,,30000,1945,Wolf Ridge Trail,Parson Branch Road,,110.7743705,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,20a102a6-f0cb-44af-9945-d3f4b279831c,4.45E-05,0.028503877
383,,30000,1945,Lower Mount Cammerer Trail,Cosby Entrance Road,,1.77108056,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,167860b2-0c3d-4c77-a471-761c8a1bb00f,7.14E-07,0.003217702
384,,30000,1945,Cove Mountain Trail,Wear Cove Gap Road,,204.7646978,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3e131799-dbff-4d1c-b0e0-f9b2eb46ea63,8.25E-05,0.041422242
385,,30000,1945,Old Settlers Trail,Greenbrier Unpaved Road,,7.59520414,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ef05013c-b987-4906-85df-d623939a41c4,3.06E-06,0.006895188
386,,30000,1944,Ace Gap Trail,,,847.9821504,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,6873a23e-69ad-49f6-a8e9-71ce39a9e74c,0.000341715,0.084211107
387,,30000,1944,Cove Mountain Trail,Gatlinburg Bypass Road,,10.96642284,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9b85cf61-74ce-439c-8679-de42412d597d,4.42E-06,0.008397736
388,,30000,1944,Cove Mountain Trail,Gatlinburg Bypass Road,,8.65857408,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,4c32f817-8925-46a9-b70d-af11dff02568,3.49E-06,0.007853749
389,,30000,1944,Enloe Creek Trail,Straight Fork Road,,88.35354876,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,015624ae-8611-400a-b867-01f66a580617,3.56E-05,0.022973353
390,,30000,1984,Hannah Mountain Trail,Foothills Parkway Section 8h,224073,0.48481871,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,bbf6e01e-f67a-42f0-bc67-67608f154264,1.95E-07,0.001650624
391,,30000,1984,Ace Gap Trail,,224071,99.19592974,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,858a5382-5249-48b5-894c-274d292c098e,4.00E-05,0.025815224
392,,30000,1986,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,224099,4.39424629,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b347d0e4-4ccd-46da-96bc-3198292ae7d1,1.77E-06,0.007692521
393,,30000,1986,Roundtop Trail,Foothills Parkway Section 8e,224115,54.75927197,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,597b15dd-278e-4a8b-b985-b16a48546672,2.21E-05,0.017767246
394,,30000,1986,Foothills Spur Trail ,Caney Creek Road,224116,15.02944996,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,32fee428-53fc-4bdb-b17f-ef20a323913b,6.06E-06,0.010348641
395,,30000,1986,Wolf Ridge Trail,Parson Branch Road,224105,3.81514792,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3d3fae42-ae99-40b0-a270-cf454ca45a28,1.53E-06,0.005803854
396,,30000,1986,Wolf Ridge Trail,Parson Branch Road,224104,18.9396581,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,c1240859-bd34-4adc-a31b-599e59cad95f,7.61E-06,0.011811637
397,,30000,1986,Hannah Mountain Trail,Parson Branch Road,224103,5.50293826,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,5ed168b7-840f-4589-9ac4-287c838906ed,2.21E-06,0.006104196
398,,30000,1986,Cane Creek Trail,Foothills Parkway Southwest Parking #7,224102,25.49612867,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,fd037c1b-6f0d-49eb-9ea5-9c845133d471,1.03E-05,0.012389093
399,,30000,1986,Little Greenbrier Trail,Wear Cove Gap Road,224101,5.23360325,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,12b5a4b8-9aee-42fc-8ea2-d660fd62f06c,2.11E-06,0.006541576
400,,30000,1996,Ace Gap Trail,Foothills Parkway Section 8g,224412,47.61043807,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,c483923f-3820-4d8b-a48e-dda14d0881cc,1.92E-05,0.019651806
401,,30000,1988,Chestnut Top Trail,Townsend Entrance Road,224203,7.62470068,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,15d047b3-8cec-4b43-85db-488dd484386d,3.07E-06,0.007809525
402,,30000,1944,Chestnut Top Trail,Townsend Entrance Road,,28.59526213,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ffde440d-16d6-44c6-9c5b-14328e4e8396,1.15E-05,0.012557495
403,,30000,1943,Roundtop Trail,Wear Cove Gap Road,,1.61311317,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,759432a7-410a-479f-9104-bb9088b3e5bb,6.50E-07,0.00303035
404,,30000,1943,Little Greenbrier Trail,Wear Cove Gap Road,,86.38209816,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ad532675-ad11-49e5-8b07-3e373a40a8db,3.48E-05,0.023808696
405,,30000,1943,Hazel Creek Trail,Lakeview Drive West,,3.44101477,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,446fc30a-51c3-4e8c-a619-d4e9e6e2b07c,1.38E-06,0.004742296
406,,30000,1943,Twin Creeks Trail,Cherokee Orchard Road,,3.1643289,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0570412a-1c76-464e-8680-7a6def73815a,1.28E-06,0.004224592
407,,30000,1942,Cataloochee Divide Trail,Old Cataloochee Turnpike,,282.5961284,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9287a4c0-d23c-4d42-93dd-509ce5770920,0.000113801,0.055531987
408,,30000,1942,Twentymile Trail,Parson Branch Road,,6.72872071,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,584bb581-41bf-4531-847b-0cf913afabbf,2.70E-06,0.006891456
409,,30000,1942,Noland Divide Trail,Deep Creek Horse Trailer Parking,,8.61863816,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,647282c9-94e7-4e42-99f1-134a34ab0d75,3.46E-06,0.007707268
410,,30000,1942,,Lakeview Drive East Parking #4,,101.7715494,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,01eb5018-663d-4ab6-8412-31c530cf24d7,4.09E-05,0.038217555
411,,30000,1942,Noland Creek Trail,Lakeview Drive East,,68.89532024,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e9f798de-4ab8-4326-bda4-abb768602777,2.77E-05,0.026471131
412,,30000,1942,Chestnut Top Trail,Townsend Entrance Road,,3.81272216,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,4c40dcdd-5936-417e-ad7d-32553f700656,1.54E-06,0.004609303
413,,30000,1942,Roundtop Trail,Little River Gorge Road,,3.30624314,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,20ac66a9-e7c6-45c8-bfd7-44b8eefa3c7d,1.33E-06,0.004199124
414,,30000,1945,Lower Mount Cammerer Trail,Cosby Government Quarters Parking,223715,7.03864315,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8de60e90-2e4c-429c-b80a-c9ab39e43135,2.84E-06,0.008662175
415,,30000,1957,Rabbit Creek Trail,Abrams Creek Campground Access Road,,7.61155894,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3d5a7d54-ca37-4a5f-82c2-b971e0c784c6,3.06E-06,0.006679618
416,,30000,1958,Hannah Mountain Trail,Parson Branch Road,,4.86417338,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b3581fca-d393-4328-865d-77bf375461e5,1.96E-06,0.005255696
417,,30000,1959,Lawson Jenkins-Kerr Cemetery Access,Old Cataloochee Turnpike,,3.42840779,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d2d12a26-4d90-4f0d-9b74-cf4856bb6762,1.38E-06,0.004688514
418,,30000,1920,Sugarland Mountain Trail,Fighting Creek Gap Road,,498.8919416,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,909752d1-a6f1-447a-ac9b-127ead79f068,0.000200991,0.218069337
419,,30000,1923,Spruce Mountain Trail,Balsam Mountain Road ,,856.7634738,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e4a94a1e-bed5-429b-acb7-5dc0dd6fc5dc,0.000344916,0.230546217
420,,30000,1925,Dry Sluice Gap Trail,Newfound Gap Road South,,1405.231354,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9e00f6e5-f003-4bc1-b156-7554afc65758,0.000565787,0.363221876
421,,30000,1925,Goshen Prong Trail,Little River Gorge Road,,5922.262117,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,03e8418e-2fcf-4eb7-ae7b-204f75cc96c3,0.002384318,1.538925992
422,,30000,1925,Ace Gap Trail,Rich Mountain Road,,104.2465288,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8a191588-413d-4e4c-ad49-cf1bfdb9fd28,4.20E-05,0.041493473
423,,30000,1926,Hannah Mountain Trail,Foothills Parkway Section 8h,,50.99757385,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b6672810-350d-43c5-974e-78da93a8a43e,2.05E-05,0.023225969
