OBJECTID,LOC_NAME,FCSUBTYPE,SURVEY_YEAR,TRAIL,ROAD,NOTES,ACRES,DATAACCESS,MAPMETHOD,SOURCEDATE,XYACCURACY,VALID_RESULT,CREATEBY,GlobalID,Shape__Area,Shape__Length
1,Land-slide 571,50000,2013,Kanati Fork Quiet Walkway,Newfound Gap Road South,From state of NC: Field data collected on 02/14/2013 and GE 03/18/2013 imagery used for mapping; G:\LR\GEO\LANDSLIDE\GSMNP\441 Slide 2013_01_16,3.38401002,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,a4ddd7d4-f08b-45e6-acb0-0b8d327c6b14,1.36E-06,0.006986831
2,Land-slide 572,50000,2013,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),"This could be a legacy event, and year of occurence is unknown.",0.37377404,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,e80b735a-2fef-4696-8b31-191cce12b99a,1.51E-07,0.002833164
3,Land-slide 573,50000,2013,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),"This could be a legacy event, and year of occurence is unknown.",0.66278923,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,f7e7514f-ee1a-49d9-ba1d-9e69cdbdca79,2.67E-07,0.007456825
4,Land-slide 574,50000,2013,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),"This could be a legacy event, and year of occurence is unknown.",0.96194461,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,0282fa50-a974-4ed3-88ce-a29e416050c0,3.88E-07,0.002904278
5,Land-slide 575,50000,2012,,Newfound Gap Road South,,1.09941359,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,c18b66e5-9c64-4290-8526-19ddae8d13f0,4.43E-07,0.003825675
6,Land-slide 579,50000,2006,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Occurred btwn 1998 and 2006,1.74679327,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,41c2837a-14f9-48b3-886c-d9d752a1fb25,7.04E-07,0.009212359
7,Land-slide 580,50000,2013,Appalachian Trail,Ramsey Cascades Trailhead Parking,"This could be a legacy event, and year of occurence is unknown.",6.47683876,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,7b3786bf-5f01-451c-aa3c-c8aca52daec8,2.61E-06,0.02115249
8,Land-slide 581,50000,2013,Appalachian Trail,Ramsey Cascades Trailhead Parking,"This could be a legacy event, and year of occurence is unknown.",1.30973379,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,ab099714-cdf1-4c1a-a8da-9d910ed6d8e7,5.28E-07,0.004955755
9,Land-slide 582,50000,2013,Appalachian Trail,Straight Fork Road,"This could be a legacy event, and year of occurence is unknown.",0.97186766,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,3c0478bc-2e05-4739-8319-3cfffefe2352,3.91E-07,0.003860114
10,Land-slide 583,50000,2013,Appalachian Trail,Straight Fork Road,"This could be a legacy event, and year of occurence is unknown.",0.34238066,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,e911d354-ab4b-4e8e-b79b-678e78de0ab3,1.38E-07,0.001817931
11,Land-slide 584,50000,2013,Appalachian Trail,Ramsey Cascades Trailhead Parking,"This could be a legacy event, and year of occurence is unknown.",1.20794889,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,a7c774ae-e94e-420a-8f44-574889f9c4d6,4.87E-07,0.005166963
12,Land-slide 585,50000,2013,Appalachian Trail,Porters Creek Scenic Loop,"This could be a legacy event, and year of occurence is unknown.",1.205971,Internal NPS Only,UNKN,,Unknown,Raw,GRSM_GIS,94e3e0e8-edf8-4224-ae62-2bcfd696ffd6,4.86E-07,0.005724925
13,Land-slide 586,50000,,Appalachian Trail,Newfound Gap Road North,"This could be a legacy event, and year of occurence is unknown.",4.54622095,Internal NPS Only,UNKN,2013/12/19 00:00:00+00,Unknown,Raw,GRSM_GIS,5cf57773-5217-45e6-8eef-f0bbf4fdf409,1.83E-06,0.023039536
14,Land-slide 587,50000,,Boulevard Trail,Nfg Pullout Parking At Mp 12.98,,1.3304411,Internal NPS Only,UNKN,2013/12/20 00:00:00+00,Unknown,Raw,GRSM_GIS,ab2cb7a1-66f5-403f-8669-b24a919cd722,5.36E-07,0.008604296
15,,30000,2011,Oconaluftee River Trail,Newfound Gap Road South,,0.35471781,Internal NPS Only,UNKN,2014/02/01 00:00:00+00,Unknown,Raw,GRSM_GIS,d9c40131-0ce1-455b-beea-8097248a8988,1.43E-07,0.001554924
16,,30000,2011,,Twenty Mile Ranger Station Road,,69.77012325,Internal NPS Only,UNKN,2014/02/01 00:00:00+00,Unknown,Raw,GRSM_GIS,bb7aaa6c-d8e7-465f-aab9-b19d7aa4ac0f,2.80E-05,0.028884291
17,,30000,2011,,Lakeview Drive East Parking #4,,7.68171889,Internal NPS Only,UNKN,2014/02/01 00:00:00+00,Unknown,Raw,GRSM_GIS,bcd2befb-98fb-4334-87df-d726291f1b74,3.09E-06,0.007808828
18,,30000,2011,,Rich Mountain Road,,266.0813786,Internal NPS Only,UNKN,2014/02/01 00:00:00+00,Unknown,Raw,GRSM_GIS,2be5fe28-be07-4839-b9cd-1f8936b16fe7,0.000107149,0.113444078
19,,30000,2011,,Newfound Gap Road North,,1.21882559,Internal NPS Only,UNKN,2014/02/01 00:00:00+00,Unknown,Raw,GRSM_GIS,ae9dd33b-1d4e-44a6-9747-305225d6de21,4.91E-07,0.002930699
20,,30000,2007,,Newfound Gap Road South,585277,228.5821384,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,30d2d957-115b-48ed-94b3-4ffc7def9e05,9.20E-05,0.054925345
21,,30000,2008,,Foothills Parkway Section 8h,557546,75.39209918,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,aa06b02f-c4a6-4798-9c42-552ebd03d520,3.03E-05,0.037358072
22,,30000,2008,,Lakeview Drive West,579672,17.33617019,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,93c16ca7-687e-438f-af99-8254df0d1620,6.97E-06,0.015604029
23,,30000,2008,,Foothills Parkway Section 8h,576790,27.92561664,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d6e7cc39-47d4-456f-89d8-77fa38fcc84a,1.12E-05,0.022433322
24,,30000,2008,,Foothills Parkway Section 8g,557868,331.446741,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ac793195-d441-4a34-bc2c-2f16a847ac90,0.000133468,0.054323041
25,,30000,2007,,The Purchase Road ,538990,37.03218476,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,65ca94cf-f181-4681-ad27-9832bb9b8f07,1.49E-05,0.018401327
26,,30000,2007,,Foothills Parkway Section 8h,540544,34.68864693,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,53569b84-232d-4088-aace-2f6407554d06,1.40E-05,0.014495309
27,,30000,2008,,Old Cataloochee Turnpike,556610,11.7355354,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,83e9cf00-38a3-4b37-999f-bb8d046974c6,4.73E-06,0.011299244
28,,30000,2008,,Foothills Parkway Section 8a,579681,87.58836553,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,10c1a83c-26b9-4442-9f6e-298f116e9faf,3.54E-05,0.030550918
29,,30000,2006,,Gatlinburg Spur Road (South),517368,0.27029695,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a3a21a8a-3320-4150-9551-a6d20ed4ca81,1.09E-07,0.00143257
30,,30000,2006,,Foothills Parkway Section 8h,518209,17.92930394,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,88df595b-7370-484e-b740-aba2edae4eac,7.22E-06,0.01654325
31,,30000,2006,,Old Cataloochee Turnpike,518631,23.77930057,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b28a5e41-56e8-48fe-96df-9591850afd06,9.58E-06,0.014887414
32,,30000,2007,,Upper Tremont Road,548145,33.27989308,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a6405d85-4b7e-4fea-bc6a-8b5f87a748b8,1.34E-05,0.02147357
33,,30000,2007,Abrams Falls Trail,Abrams Creek Campground Road,553383,942.6069157,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,33014671-e4c4-44bd-bf40-66b702e8aa87,0.000379502,0.099997963
34,,30000,2007,,Parson Branch Road,552323,177.7087466,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f35f633b-a3fb-428c-bf54-5f4b837c4a8d,7.15E-05,0.041711842
35,,30000,2007,,Foothills Parkway Section 8g,552384,72.15796909,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,87ac7d65-72b0-45f2-b40d-496cd69f8391,2.91E-05,0.031623972
36,,30000,2007,,Newfound Gap Road South,552250,0.10838599,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d69bb283-83f0-408c-8df7-6e070b59ac4a,4.36E-08,0.000827027
37,,30000,2003,,Gatlinburg Bypass Road,224802,4.43966736,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,15fb305e-626b-461b-b1fc-6677fe6ade55,1.79E-06,0.005466579
38,,30000,2004,,Foothills Parkway Section 8h,224870,84.78795042,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b155c6e3-3484-4649-9cf9-903958806025,3.41E-05,0.029102397
39,,30000,2004,,Rich Mountain Road,224874,162.8467782,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f9c19909-6e16-4434-bd98-38d030396ec8,6.56E-05,0.049129716
40,,30000,2004,,Look Rock Campground Road A,224876,24.85441126,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f73cf3ac-605d-4e5b-aed5-1a589a6ccfa7,1.00E-05,0.013978933
41,,30000,2005,,Sugarlands Maintenace Yard Parking C,224892,0.99392958,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,7d9219a4-3c57-4341-8633-0a59d1b4e20b,4.01E-07,0.002866519
42,,30000,2005,,Newfound Gap Road South,224894,7.52637859,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f526df69-7a81-4d84-a927-b8d0826e3372,3.03E-06,0.01260308
43,,30000,2006,,Foothills Parkway Southwest Parking # 12,533822,0.00277003,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9e739939-51a9-48bf-8ab4-67663dd50fc3,1.12E-09,0.000147873
44,,30000,2003,,Foothills Parkway Section 8e,224797,8.60202097,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d8756bb3-a0ee-462d-92f6-797c5dcde2e4,3.47E-06,0.00855417
45,,30000,2004,,Foothills Parkway Section 8g,224869,2.28902636,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,2a508914-f18f-49d4-9b6c-a79b76eaffb5,9.22E-07,0.004309359
46,,30000,2004,,Foothills Parkway Section 8h,224877,8.55336105,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,5422f4b7-0cf9-4f3c-908b-75e96aa5b600,3.44E-06,0.00844298
47,,30000,2007,,Foothills Parkway Section 8h,553189,42.14973432,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,1eb5b2c3-6e90-4023-832d-bb3d2d814c69,1.70E-05,0.02295182
48,,30000,2009,,Foothills Parkway Section 8e,589381,11.73633347,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3ee8c95e-d789-4695-8346-2ca4fefd537c,4.73E-06,0.010571268
49,,30000,2009,,Fighting Creek Gap Road,586959,278.5777075,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,2c6825ec-5981-4362-8998-670718631c19,0.000112237,0.048325179
50,,30000,2009,Scott Mountain Trail,Laurel Creek Road,586967,1.34531694,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a8805cd0-4a93-47d1-973d-757d12e59c5f,5.42E-07,0.00337012
51,,30000,2009,Hannah Mountain Trail,Foothills Parkway Section 8h,586972,26.43291682,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,6e8930aa-87f8-45ed-9ca3-e0d66bc3a4bc,1.06E-05,0.013979959
52,,30000,2002,Cane Creek Trail,Foothills Parkway Section 8g,224796,3.384977,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9f92b5f4-85a6-4c12-ac6d-1aef546bce81,1.36E-06,0.005818914
53,,30000,2002,Cane Creek Trail,Foothills Parkway Section 8g,224792,2.03652507,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e9918511-d5ef-4887-b7ff-87c7f9d0ff25,8.21E-07,0.004410593
54,,30000,2002,Rich Mountain Trail,Rich Mountain Road,224780,11.98715817,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f467b5f2-59c8-451b-af69-cd86f7b6dd6c,4.83E-06,0.009255583
55,,30000,2002,John Oliver Cabin access ,Cades Cove Loop Road,224727,4.5736516,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,008a3d51-8380-4fb1-9d06-22c59bff4686,1.84E-06,0.005113237
56,,30000,2002,Enloe Creek Trail,Straight Fork Road,224715,8.62688841,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,966592ed-25a0-4d81-a68c-1cf3428ed6b5,3.47E-06,0.007202982
57,,30000,2001,Roundtop Trail,Foothills Parkway Section 8e,224708,15.45816815,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,1babff14-421f-4c8f-99a6-bdc6b0bfd4c3,6.23E-06,0.012075322
58,,30000,2001,Ace Gap Trail,Foothills Parkway Section 8g,224707,16.85399059,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f2fe37ab-d66c-4777-85ae-5cd5327c346b,6.79E-06,0.010267468
59,,30000,2001,Roundtop Trail,Foothills Parkway Section 8e,224705,14.07203338,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,5860d655-0b8f-4713-bf04-3223ccc5e3a2,5.67E-06,0.010810414
60,,30000,2001,Deep Creek Trail,Tom Branch Road,224703,6705.182304,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,f2a83755-6283-4d26-8268-c404c0a84fec,0.002695743,0.307597021
61,,30000,2001,Bradley Fork Trail,Bradley Fork Trailhead Parking,224663,23.46084576,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,3c52a8d4-2f06-441c-8239-97acb0319827,9.44E-06,0.012117644
62,,30000,2001,Appalachian Trail,Forge Creek Parking @ End,224662,6.44044854,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e26ada57-26c5-41f5-a5ff-faad272e3191,2.59E-06,0.006127391
63,,30000,2001,Meigs Creek Trail,Little River Gorge Road,224661,17.5304885,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,29656eb4-de94-45ca-8789-d782c3cd7d76,7.06E-06,0.012308486
64,,30000,2001,Tunnel Bypass Trail NC,Lakeview Drive East Parking #4,224657,822.5107456,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,7644fa52-54c9-4437-bcd4-215267e3de24,0.000330477,0.095785606
65,,30000,1999,Indian Grave Gap Trail,Laurel Creek Road,224550,0.34070573,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,590bdfd9-bd5c-40b7-9bc6-097471037e01,1.37E-07,0.001382862
66,,30000,1999,Hannah Mountain Trail,Foothills Parkway Section 8h,224534,483.2766592,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,42ccd16b-66dc-4e50-8c98-1166154f52c2,0.000194389,0.070970795
67,,30000,1999,Foothills Spur Trail ,King Branch Road,224528,4.24199818,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,fb1d05ed-e555-407a-9ac3-b6b102afa2db,1.71E-06,0.005416619
68,,30000,1999,Little Dudley Concession Horse Trail,Smoky Mountain Stables Road,224517,1.55604667,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,e163c7f1-f1b9-48d3-9d42-8ebd4f1ab3fe,6.27E-07,0.00311563
69,,30000,1998,Cane Creek Trail,Foothills Parkway Section 8g,224500,1.22447083,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d45e7277-c66f-49e0-8ef5-60171daed57c,4.93E-07,0.002568727
70,,30000,1998,Wet Bottom Trail,Forge Creek Road,224494,3.81584384,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9c4f7539-c9fc-4ac3-b6fc-95946e3bfc58,1.54E-06,0.005148939
71,,30000,1998,Hannah Mountain Trail,Foothills Parkway Section 8h,224493,3.14148424,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,603608ab-5519-4ba9-b002-c937f54c68ba,1.26E-06,0.004418156
72,,30000,1998,Oconaluftee River Trail,Access Road To Big Cove Road,224467,27.48223874,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,0812532d-b4a1-4a4a-aa5f-756773301041,1.10E-05,0.014769649
73,,30000,1997,Lakeshore Trail,Lakeview Drive East Parking #4,224447,45.01086419,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,854a412a-ad05-41e6-8d28-d5a7ded49786,1.81E-05,0.020669145
74,,30000,1997,Thomas Divide Trail,Galbraith Creek Road,224445,120.7635341,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8ccb9232-ea29-48d2-9a20-5e589f7d1184,4.85E-05,0.031356336
75,,30000,1996,Cove Mountain Trail,Wear Cove Gap Road,224435,2.53989109,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9c901650-aa18-4ef4-80a3-3bd2273396a2,1.02E-06,0.00411808
76,,30000,1995,Roundtop Trail,Foothills Parkway Section 8e,224403,7.37809575,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,cc2c6aa0-6739-4bb8-b744-79572d6cb9d7,2.97E-06,0.008031108
77,,30000,1995,Cane Creek Trail,Foothills Parkway Section 8g,224399,0.23430642,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,4d86957e-4075-4dd6-8858-b1563c689730,9.44E-08,0.001159365
78,,30000,1995,Cane Creek Trail,Foothills Parkway Section 8g,224397,166.894072,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,b4a2b809-5a90-47c5-8445-425ed94e5604,6.73E-05,0.035552096
79,,30000,1995,Cane Creek Trail,Foothills Parkway Section 8g,224396,3.23234929,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,aadac021-a228-4c4f-83a2-9e7dafc402be,1.30E-06,0.004854204
80,,30000,1995,Roundtop Trail,Little River Gorge Road,224392,2.67392572,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,a442fa49-2a20-4163-a8f6-1f91ef3145fd,1.08E-06,0.004168971
81,,30000,1995,Cove Mountain Trail,Gatlinburg Bypass Road,224389,7.18895277,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,ca61e6ac-14d0-4245-9e69-7f185144582e,2.90E-06,0.008224858
82,,30000,1995,Appalachian Trail,Laurel Creek Road,224388,3.1615463,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8589173c-5331-4df3-a65d-a45d6755b7ba,1.27E-06,0.005255283
83,,30000,1994,Foothills Spur Trail ,Gatlinburg Spur Road (North),224382,44.32582333,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,7476e01e-a9a8-4291-ad7d-16b967660f98,1.79E-05,0.026551481
84,,30000,1994,Queen Cemetery Access,Newfound Gap Road South,224380,6.23610667,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8655366a-a117-4dc1-a035-bda1d93e128d,2.51E-06,0.006780687
85,,30000,1994,Queen Cemetery Access,Oconaluftee Job Corps Center Access Road,224379,2.40930853,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,92806c86-461c-4474-ab43-c635a3f30500,9.69E-07,0.004349528
86,,30000,1994,Wolf Ridge Trail,Twenty Mile Ranger Station Road,224356,164.6608805,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9a4359df-ae1e-4e1c-af89-3bf20b9513e8,6.62E-05,0.038446319
87,,30000,1994,Lower Mount Cammerer Trail,Big Creek Entrance Road,224353,2.13742429,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,faefc50d-cf61-43cf-9553-9e125b6367cc,8.62E-07,0.00434676
88,,30000,1993,Hannah Mountain Trail,Parson Branch Road,224351,134.4432694,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,d33dcbd8-ff4c-441c-95ee-1b805e019d83,5.41E-05,0.032271866
89,,30000,1993,Schoolhouse Gap Trail,Laurel Creek Road,224343,3.56566664,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,56f93f56-3caf-49c2-828e-b9965fbf0b7f,1.44E-06,0.004886832
90,,30000,1993,Tritt Cemetery Access Trail,Foothills Parkway Section 8a,224337,2.45028598,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,dc9b1ff1-398d-450f-86f0-145868562d88,9.89E-07,0.004095187
91,,30000,1993,Mingus Creek Trail,Newfound Gap Road South,224334,3.85402537,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,381ef91b-acc6-4e60-9068-e96a51a8fcb2,1.55E-06,0.004627412
92,,30000,1992,Lumber Ridge Trail,Tremont Road,224331,67.66249533,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,8ec8c8da-51ee-4415-a273-ab9032af2942,2.73E-05,0.025272395
93,,30000,1992,Roundtop Trail,Foothills Parkway Section 8e,224330,1.19031264,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,00a746ba-0f2b-46e1-98e7-64e37b719e2d,4.80E-07,0.00271551
94,,30000,1992,Look Rock Developed Trail,Foothills Parkway Section 8g,224329,18.97110802,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,39e0783d-22e5-4f98-95c1-01e41c154c41,7.64E-06,0.016495371
95,,30000,1992,Foothills Spur Trail ,Gnatty Branch Road,224321,0.18131386,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,7d0b04ab-b3cc-411b-8853-edca752839a9,7.31E-08,0.000998612
96,,30000,1991,Roundtop Trail,Foothills Parkway Section 8e,224311,0.43106296,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,97a4ea65-4325-45ca-8bc4-a683bdcc6c8b,1.74E-07,0.001640121
97,,30000,1991,Lower Mount Cammerer Trail,Cosby Entrance Road,224310,2.77131102,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,fcd24d20-66e6-41e5-85a4-959578d39a93,1.12E-06,0.004019488
98,,30000,1991,Cataloochee Divide Trail,Old Cataloochee Turnpike,224309,1.45226108,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,72413328-e690-409f-9be7-98524b347419,5.85E-07,0.003683938
99,,30000,1991,Little Greenbrier Trail,Foothills Parkway Access Road,224306,0.22836225,Internal NPS Only,UNKN,2012/07/24 00:00:00+00,Unknown,Raw,GRSM_GIS,9253f736-3441-4260-bc3d-41bf8418fd9a,9.20E-08,0.001250681
